DTXSID,true_cas,true_chemname,status,ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL.L_OPERA_PRED
DTXSID4034576,2491-38-5,2-Bromo-4-hydroxyacetophenone,uc,4.71506e-12,5.18685,3.55581,293.508,2.02299e-9,0.111808,8.54635,123.624,2.57146,91.9911,4.95205e-6,0.0198443
DTXSID4034601,67564-91-4,"(2R,6S)-Fenpropimorph",nbc,2.31417e-11,241.809,12.6434,315.836,7.34017e-7,2.35606,8.85004,1594.18,4.93207,132.021,3.00654e-8,1.42154e-5
DTXSID4034609,120068-37-3,Fipronil,nbc,1.45375e-11,5.12794,3.54338,336.486,9.15826e-9,0.618058,10.5369,411.369,3.99786,200.487,2.77204e-9,6.166e-6
DTXSID4034653,79983-71-4,Hexaconazole,nbc,1.66087e-11,43.8003,3.34972,321.193,5.47037e-10,2.21358,10.6778,333.811,3.89879,111.122,1.35751e-7,5.57587e-5
DTXSID4034738,240494-70-6,Metofluthrin,uc,3.30078e-11,277.016,3.35291,307.32,3.79642e-8,0.42593,8.84612,2171.07,4.99896,50.2201,2.52828e-5,1.86075e-6
DTXSID4034788,213464-77-8,Orthosulfamuron,uc,1.65594e-11,1.82191,4.26117,297.789,9.7872e-12,0.318566,9.43367,62.1653,1.49547,167.423,5.95459e-10,0.00148079
DTXSID4034869,178928-70-6,Prothioconazole,uc,2.87134e-11,100.775,35.2362,339.621,3.72675e-9,0.744877,9.173,628.42,2.12171,178.314,2.06448e-8,8.67608e-4
DTXSID4034940,141776-32-1,Sulfosulfuron,nbc,1.61913e-11,3.10548,4.7292,282.276,1.0605e-11,0.512732,9.70562,38.9006,0.985445,201.378,3.19897e-10,3.64217e-4
DTXSID4034948,112410-23-8,Tebufenozide,nbc,1.38653e-11,79.8317,3.3515,328.791,1.5377e-9,0.726647,10.4361,1900.53,4.2466,191.078,2.23761e-8,2.33875e-6
DTXSID4035120,69-89-6,Xanthine,uc,3.29675e-12,2.46659,3.53721,257.479,1.83501e-9,0.109266,9.19728,150.566,-0.72946,188.707,4.59e-9,4.68322e-4
DTXSID4035209,2465-59-0,Oxypurinol,uc,8.88444e-12,2.46451,3.52918,257.484,1.85486e-9,0.10917,8.32341,151.016,-1.42911,187.413,5.93896e-9,0.00330385
DTXSID4035542,27668-52-6,"N,N-Dimethyl-N-(3-(trimethoxysilyl)propyl) octadecan-1-aminium chloride",uc,1.1302e-11,53.962,146.769,411.939,6.88764e-7,3.43113,11.7325,10112.1,3.59442,102.711,4.51992e-7,1.8039e-6
DTXSID4035592,72269-48-8,(E)-4-Tridecen-l-yl acetate,uc,5.18086e-11,672.894,5.71252,279.453,2.49583e-6,3.421,7.50255,2950.78,6.01773,-15.3904,4.35127e-4,3.64602e-6
DTXSID4035839,89415-87-2,"1,3-Dichloro-5-ethyl-5-methylhydantoin",uc,9.35229e-12,2.91235,3.96348,238.754,2.03886e-4,4.0135,6.87694,88.3405,1.91696,111.636,4.76611e-4,0.0072182
DTXSID4035960,527-09-3,Copper gluconate,uc,8.17183e-12,4.18355,3.55732,313.495,1.83519e-10,0.118091,8.21854,126.513,-2.46416,143.598,9.02688e-11,2.0848
DTXSID4036229,142-87-0,Sodium decyl sulfate,uc,1.44382e-11,5.26626,4.22734,289.51,3.48686e-9,0.254485,9.12508,328.063,0.555646,166.589,2.73322e-5,0.0148353
DTXSID4036435,2687-94-7,1-Octyl-2-pyrrolidone,uc,1.27532e-11,8.47034,5.7946,255.322,1.52917e-4,0.393524,7.4356,703.496,2.87386,-6.37799,0.00594599,0.0203716
DTXSID4036485,70571-81-2,C.I. Acid Blue 324,uc,2.76892e-11,11.3564,7.71151,339.849,1.23746e-11,0.44005,9.49703,96.4166,0.560197,216.001,5.8471e-9,2.31867e-4
DTXSID4036801,3567-65-5,"C.I. Acid Red 88, disodium salt",uc,5.81868e-11,5.1792,15.4696,442.114,2.05413e-11,1.29447,9.58618,135184,3.26419,183.233,1.92634e-7,0.0212889
DTXSID4037168,53230-10-7,Mefloquine,uc,1.45375e-11,53.5561,5.33599,330.347,2.15831e-10,0.179706,8.98595,459.003,4.48972,152.589,7.74634e-9,1.75147e-5
DTXSID4037530,380412-59-9,Dimethenamid OA,uc,1.66062e-11,3.23601,3.53125,306.874,8.91622e-10,0.589539,10.5489,33.13,2.13828,137.65,1.01219e-5,0.00579182
DTXSID4037536,218239,Oxydisulfoton,uc,2.58904e-11,1.00446,142.329,343.707,4.56646e-7,0.480636,10.6013,718.723,1.73097,-1.15248,1.12636e-5,0.0137513
DTXSID4037538,17356-42-2,Ethion monooxon,uc,1.83905e-11,15.9193,220.976,393.502,4.37865e-7,0.48195,11.7105,954.842,2.02537,12.3961,7.21199e-6,0.00119268
DTXSID4037580,1113-02-6,Omethoate,uc,1.43475e-11,1.06282,3.54975,308.281,2.05053e-9,0.0863043,9.59107,9.92123,-0.738029,-27.8709,2.47681e-5,0.469928
DTXSID4037582,17040-19-6,Demeton-S-methylsulphon,uc,1.68549e-11,1.67601,4.59656,301.187,3.81149e-7,0.286274,8.17439,13.3183,0.875665,34.3071,2.00525e-5,0.213304
DTXSID4037584,527-20-8,Pentachloroaniline,uc,3.4077e-13,512.273,35.3293,297.841,1.04567e-7,0.83983,9.11436,41485.9,4.81933,234.573,2.59033e-4,8.02926e-7
DTXSID4037586,2600-69-3,Phorate oxon,uc,4.5151e-11,1.84084,4.84412,280.617,3.4644e-7,0.225073,8.51771,57.0567,2.0696,-13.2894,1.41487e-4,0.00383656
DTXSID4037611,61949-77-7,trans-Permethrin,uc,3.32366e-11,446.953,3.35145,401.446,2.38712e-8,2.34418,11.6839,63169.8,6.49886,34.2828,2.18894e-8,2.13009e-7
DTXSID4037617,2631-37-0,Promecarb,uc,1.41376e-11,9.4768,4.44947,279.831,1.44316e-8,0.253581,9.28185,299.294,3.0966,86.4714,3.02994e-5,4.42491e-4
DTXSID4037665,6894-38-8,Jasmonic acid,uc,1.12972e-10,2.70524,3.541,275.167,1.50407e-9,0.231931,9.25924,101.995,1.74391,90.3285,8.20996e-6,0.0860749
DTXSID4038346,5103-74-2,trans-Chlordane,uc,7.0007e-13,22474,210.882,328.821,2.91713e-4,180.302,8.99413,60162.5,6.11976,105.974,1.17341e-5,2.44808e-7
DTXSID4038893,3864-99-1,"Phenol, 2-(5-chloro-2H-benzotriazol-2-yl)-4,6-bis(1,1-dimethylethyl)-",uc,1.67168e-11,3701.46,14.2841,341.01,4.82506e-8,5.24941,10.5578,12099.6,3.85411,130.892,5.26163e-8,3.21763e-5
DTXSID4038924,6259-76-3,Hexyl salicylate,uc,1.70698e-11,28.4559,3.50747,271.819,8.97366e-9,0.21165,9.11168,208.272,3.18545,25.5385,2.63873e-5,2.83236e-4
DTXSID4040002,131-70-4,Monobutyl phthalate,uc,9.26979e-12,2.86324,3.52471,304.763,3.18493e-9,0.0941144,9.03678,158.583,2.37223,73.7865,6.17513e-7,0.0106526
DTXSID4040264,131-52-2,Sodium pentachlorophenate,uc,2.0018e-13,524.372,20.8946,309.422,2.45947e-8,0.631343,8.45978,19871.5,4.67825,119.164,1.10482e-4,1.51944e-4
DTXSID4040266,115-31-1,Thanite,uc,1.38332e-11,21.8645,4.73734,297.283,1.48563e-8,0.201109,8.41321,604.386,3.08942,68.5838,2.5529e-5,1.017e-4
DTXSID4040268,973-21-7,Dinobuton,uc,1.38573e-11,253.159,4.4386,348.545,3.41375e-7,0.460812,8.52077,2013.51,3.21354,61.0112,2.21986e-6,1.23304e-5
DTXSID4040343,5437-45-6,Benzyl bromoacetate,uc,1.28107e-11,10.7937,4.47511,257.639,2.41332e-7,0.121192,5.8331,81.4881,2.49056,45.0403,0.00735519,0.00194502
DTXSID4040476,120928-09-8,Fenazaquin,uc,1.7424e-11,345.288,18.6288,353.083,1.34721e-6,3.53741,10.319,1942.91,5.50625,78.578,2.5535e-8,4.88729e-7
DTXSID4040682,31431-39-7,Mebendazole,uc,1.37313e-11,13.4084,3.53834,294.565,1.73338e-10,1.02904,9.47901,277.94,2.8292,288.38,2.94492e-10,1.25111e-4
DTXSID4040686,22204-53-1,Naproxen,uc,1.49767e-11,3.15503,3.53487,323.518,1.0624e-9,0.284673,9.75114,554.684,3.18037,152.94,2.54789e-7,5.81763e-5
DTXSID4040713,1034-01-1,Octyl gallate,uc,1.70689e-11,34.8075,3.53785,378.804,9.54133e-10,0.160683,9.22732,1520.29,3.65916,102.571,3.05913e-9,1.28115e-4
DTXSID4041107,110-60-1,Putrescine,uc,1.12215e-11,3.14834,5.5798,158.378,6.4032e-8,0.0591797,7.13068,12.2391,-0.700741,27.4986,1.25749,9.98503
DTXSID4041153,68506-86-5,Vigabatrin,uc,3.60316e-11,4.19708,3.54278,224.735,3.80548e-7,0.0966657,7.58268,14.205,-2.15997,262.805,0.0181269,5.54314
DTXSID4041155,43200-80-2,Zopiclone,uc,1.29878e-11,12.9002,7.2398,326.654,5.71628e-10,2.41099,11.6871,444.011,2.23612,177.985,2.01034e-9,2.5774e-4
DTXSID4041232,717-74-8,"1,3,5-Triisopropylbenzene",uc,1.82962e-11,563.468,4.93411,241.028,0.00567482,12.088,6.62489,10667.7,6.27872,-7.62191,0.0814766,1.4742e-6
DTXSID4041282,873943,"N-Laurylamidopropyl-N,N-dimethylbetaine",uc,1.19855e-11,36.8196,5.68949,339.659,4.51244e-8,0.690967,10.9119,5529.95,2.97173,80.9027,9.68359e-8,5.24132e-4
DTXSID4041286,73772-32-4,Sodium 3-{[3-(dimethylamino)propyl][(tridecafluorohexyl)sulfonyl]amino}-2-hydroxy-1-propanesulfonate,uc,1.39255e-11,2.47706,5.67896,236.794,1.61311e-11,2.16093,9.01781,3753.32,4.3547,149.459,1.89023e-7,0.00102069
DTXSID4041288,2601-33-4,"1-Tetradecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",uc,1.51087e-11,1345.51,5.48228,278.314,3.22117e-7,2.41879,8.21398,1348.21,4.04792,10.2517,3.78283e-5,2.45487e-6
DTXSID4041440,2445-77-4,2-Methylbutyl isovalerate,uc,1.27576e-11,35.5044,4.60869,190.524,5.52313e-4,0.0977748,4.58808,198.751,3.92394,-70.1911,0.761529,5.80852e-4
DTXSID4041442,532-02-5,Sodium 2-naphthalenesulfonate,uc,2.29253e-12,6.42939,7.93445,332.124,1.03435e-7,0.133078,8.79163,1028.81,-2.63618,98.2972,8.0908e-7,3.24365
DTXSID4041444,58654-67-4,5-Methyl-2-octanone,uc,1.44119e-11,95.3847,4.68183,178.106,2.056e-4,1.65712,4.30817,187.697,2.92124,-10.0041,1.05616,0.00405603
DTXSID4041448,1638-16-0,"2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-",uc,2.71011e-11,1.26422,3.81132,254.839,1.15763e-8,0.12301,7.84357,23.1194,0.0778613,32.0172,7.61185e-5,2.04482
DTXSID4041492,4468-42-2,3-Phenylhexane,uc,1.70157e-11,1869.92,3.68083,208.81,0.0124034,4.35703,5.76226,2235.97,5.48268,-55.6518,0.506382,1.39987e-5
DTXSID4041494,83164-33-4,Diflufenican,uc,1.06341e-11,55.1906,3.54608,355.805,3.24079e-7,0.508235,10.569,1199.7,4.90107,160.047,3.17042e-8,1.26481e-7
DTXSID4041577,40379-24-6,"Acetic acid, isononyl ester",uc,1.29639e-11,118.308,4.95838,216.799,1.85895e-4,3.02471,5.55878,657.984,4.19181,-33.8658,0.128334,8.68845e-5
DTXSID4041579,106-61-6,"Acetin, 1-mono-",uc,7.6873e-12,2.13972,4.47017,257.035,4.54867e-9,0.0865588,7.41491,11.8771,-0.680396,44.9919,3.31517e-5,0.0953355
DTXSID4041602,1863-63-4,Ammonium benzoate,uc,2.28764e-12,3.72629,6.6407,249.237,2.66769e-7,0.262557,5.90758,31.66,1.06494,194.31,7.0699e-4,0.331734
DTXSID4041604,540-18-1,n-Amyl butyrate,uc,1.11451e-11,23.6861,4.61227,189.02,5.50787e-4,0.142593,4.45269,314.856,3.28033,-76.3287,0.683701,0.00160572
DTXSID4041608,100-66-3,Anisole,uc,1.73211e-11,8.03497,3.66572,153.746,1.00549e-5,0.365712,3.88708,35.2981,2.1116,-37.5515,3.51498,0.0116443
DTXSID4041650,1797-33-7,"Benzenesulfonic acid, 4-tetradecyl-, sodium salt",uc,1.38433e-11,36.9093,9.41764,315.774,1.74017e-7,0.976323,10.5659,14619.7,5.15214,86.4059,5.98762e-8,3.50172e-6
DTXSID4041733,59487-23-9,C.I. Pigment Red 187,uc,3.91361e-11,80.1531,85.9929,408.013,1.20147e-11,0.29734,9.552,139688,2.87444,212.727,1.70837e-8,5.84596e-8
DTXSID4041735,2512-29-0,C.I. Pigment Yellow 1,uc,2.20184e-11,37.7685,3.53975,336.321,4.097e-10,0.258242,10.6244,2213.61,3.17993,168.064,1.37184e-10,4.56621e-6
DTXSID4041737,72139-15-2,C.I. Reactive Red 56,uc,5.70621e-11,5.20399,13.4716,392.196,2.14659e-10,0.2294,9.60287,48768.3,5.38014,162.075,4.30061e-8,0.104599
DTXSID4041739,6358-69-6,C.I. Solvent green 7,uc,1.07954e-11,2.39319,15.6164,330.535,7.63717e-12,0.416361,9.46157,63119.1,1.02219,209.85,3.1921e-10,0.328761
DTXSID4041783,1918-13-4,Chlorthiamid,uc,5.33457e-11,8.5429,12.9135,295.302,2.61415e-9,0.341309,8.78603,182.39,1.83556,151.435,1.00326e-6,0.0045867
DTXSID4041787,25402-06-6,Cinerin I,uc,1.8406e-10,55.1327,3.35025,325.621,8.67418e-6,0.473317,8.92434,2055.43,5.06066,-1.67649,4.9184e-6,3.75676e-6
DTXSID4041812,498-81-7,Dihydro-alpha-terpineol,uc,2.46657e-11,35.5758,11.485900000000001,213.386,1.70489e-5,0.147988,6.70993,563.788,3.17548,38.783,0.02664,0.00221296
DTXSID4041814,70788-30-6,"Cyclohexanepropanol, 2,2,6-trimethyl-.alpha.-propyl-",uc,2.37976e-11,252.898,5.73402,297.976,1.98547e-5,2.94773,9.28587,448.066,3.93735,38.3062,0.0212793,1.38252e-5
DTXSID4041816,66068-84-6,"Cyclohexanol, 4-(5,5,6-trimethylbicyclo[2.2.1]hept-2-yl)-",uc,2.34041e-11,372.719,88.3377,286.383,1.9253e-5,1.55868,8.46255,2515.09,4.18144,99.9616,2.3687e-4,1.35296e-4
DTXSID4041818,14765-30-1,2-sec-Butylcyclohexan-1-one,uc,1.47489e-11,64.0486,3.54585,205.462,1.65777e-4,0.0806307,5.00238,1290.84,3.23872,17.1763,0.290734,0.00469142
DTXSID4041862,106-11-6,Diethylene glycol monostearate,uc,1.74625e-11,132.404,5.69434,359.999,5.38995e-9,0.624986,10.4866,13814.2,7.10193,-2.15758,2.69209e-6,4.20711e-5
DTXSID4041991,2540-82-1,Formothion,uc,2.76949e-11,2.68098,44.6617,328.714,3.88918e-7,1.08399,9.39303,24.7835,1.47844,25.5285,8.51544e-7,0.0100399
DTXSID4041993,21548-32-3,Fosthietan,uc,1.86796e-11,1.69265,4.22681,302.872,2.15402e-9,0.316353,8.49264,14.9074,1.37302,32.3875,6.50813e-6,0.202905
DTXSID4041995,3878-19-1,Fuberidazole,uc,4.30917e-11,7.3161,3.36124,325.968,1.40557e-7,0.127628,9.38301,4991.96,2.66885,131.013,4.86447e-7,3.92213e-4
DTXSID4041999,121776-33-8,Furilazole,uc,1.16769e-11,39.6053,4.93383,299.749,4.93028e-9,0.405383,7.45911,462.819,2.121,96.9311,5.02512e-8,7.23702e-4
DTXSID4042040,36915-65-8,"Hexadecanoic acid, 2-sulfoethyl ester, sodium salt",uc,1.85365e-11,22.5443,5.69104,315.749,1.18478e-9,0.289158,10.6441,13682.3,2.79196,162.465,5.44074e-7,8.40513e-4
DTXSID4042042,25254-50-6,Tris(N-hydroxypropyl) hexahydrotriazine,uc,1.63366e-11,1.46993,5.69303,293.575,9.18838e-9,0.110865,8.32822,146.45,-0.00309952,125.887,1.63478e-9,0.17337
DTXSID4042048,431-89-0,2H-Perfluoropropane,uc,1.62609e-15,81.152,7.57216,-17.3171,0.0687294,0.0961094,-0.062482,327.712,1.84892,-127.803,3422.74,1.09069e-4
DTXSID4042094,23089-26-1,Levomenol,uc,1.62843e-10,107.081,3.77753,279.859,9.86668e-7,2.76559,8.92669,228.19,4.72117,76.3925,0.00736671,0.0018649
DTXSID4042098,766652,Linoleamide,uc,1.19499e-10,843.109,3.55176,311.159,1.53755e-8,0.898992,11.1728,2547.04,6.95159,99.8861,2.70163e-7,1.34416e-5
DTXSID4042121,110235-47-7,Mepanipyrim,uc,1.44744e-11,44.6235,3.34235,326.556,1.40241e-7,0.720183,10.6155,212.834,3.27928,132.613,1.75472e-7,1.14982e-5
DTXSID4042171,1541-81-7,4-Dodecylmorpholine,uc,2.3640800000000002e-11,1322.36,5.68582,312.747,5.98678e-7,7.08748,8.00194,1493.6,4.20998,-18.7082,2.18466e-5,5.76631e-4
DTXSID4042200,555-37-3,Neburon,uc,1.47152e-11,50.26,3.35035,329.243,3.3656e-10,0.258955,11.1244,2511.12,4.09907,102.163,8.02152e-8,1.78111e-5
DTXSID4042206,2687-96-9,1-Dodecyl-2-pyrrolidinone,uc,1.75132e-11,1264.6,5.83066,327.381,1.24462e-7,1.15785,8.52102,1584.2,4.20336,-4.11324,1.09429e-4,8.58845e-4
DTXSID4042254,544-31-0,N-(2-Hydroxyethyl)palmitamide,uc,1.74872e-11,895.671,5.63782,347.282,5.75635e-9,0.257771,9.293,4427.4,4.5382,98.5067,2.51411e-7,0.00119824
DTXSID4042333,6283-86-9,"Propanoic acid, 2-hydroxy-, 2-ethylhexyl ester",uc,1.31135e-11,10.4772,5.19209,250.235,3.53247e-8,0.346682,7.713,160.334,3.16007,5.00569,0.00172772,0.0601619
DTXSID4042335,34451-19-9,Butyl (2S)-2-hydroxypropanoate,uc,1.18366e-11,4.29068,4.64165,185.967,2.44103e-7,0.106232,4.94517,17.7316,1.67196,-27.9118,0.399954,0.273588
DTXSID4042410,60840-87-1,Sodium N-oleoyltaurate,uc,6.34896e-11,22.9558,5.76323,280.49,1.11033e-9,0.177343,9.5126,13575.5,2.55925,194.919,4.56309e-9,0.00351263
DTXSID4042416,1191-50-0,Sodium myristyl sulfate,uc,1.82703e-11,18.8846,4.85502,285.183,1.41892e-7,1.15202,10.5477,2332.51,1.53556,178.645,8.49972e-6,0.00187875
DTXSID4042418,3026-63-9,Sodium tridecyl sulfate,uc,1.8504e-11,15.8633,4.85476,284.655,2.27172e-7,0.688561,10.0335,994.422,1.54076,182.498,1.97393e-5,0.00597988
DTXSID4042468,39196-18-4,"3,3-Dimethyl-1-(methylthio)butanone-O-(N-methylcarbamoyl)oxime",uc,1.71937e-11,8.0476,3.54574,279.92,2.3236e-8,0.148581,8.51995,89.9631,2.74502,57.0338,1.69467e-4,0.0239389
DTXSID4043802,150378-17-9,Indinavir,uc,5.79085e-11,29.4876,141.726,368.054,1.30082e-11,0.257389,9.53095,30016.9,3.49039,193.95,3.68973e-9,9.1647e-6
DTXSID4043937,67-71-0,Dimethyl sulfone,uc,1.3828e-12,4.11596,14.1433,237.93,2.55956e-8,0.145382,2.60677,4.02321,-1.40722,108.634,0.116368,0.0813028
DTXSID4044165,15263-53-3,Cartap,uc,2.55851e-11,1.17263,4.19016,291.933,2.17358e-10,0.0938368,9.12802,41.2617,0.698108,188.554,9.16521e-10,0.782908
DTXSID4044242,4691-65-0,Disodium inosinate,uc,1.83984e-11,2.66117,5.11944,317.745,1.06099e-11,0.318307,9.48267,47.8442,-1.32273,187.394,3.49465e-9,0.0174548
DTXSID4044292,119141-88-7,Esomeprazole,uc,1.7468e-11,14.8163,3.35693,369.888,3.57509e-6,2.09153,10.2852,930.889,2.23054,156.047,7.40418e-8,3.01348e-4
DTXSID4044406,19381-50-1,C.I. Acid Green 1,uc,1.50381e-11,5.99965,3.52852,318.293,8.18364e-11,0.137717,8.37357,338.784,-2.48273,194.442,3.41438e-11,0.0903661
DTXSID4044539,133-14-2,"Bis(2,4-dichlorophenyl)peroxyanhydride",uc,6.05843e-12,1244.48,5.81443,398.63,9.80102e-9,4.88497,10.8324,1545.88,4.22556,105.987,1.81297e-6,2.86262e-6
DTXSID4044585,14663-23-1,Dantrolene sodium,uc,2.65387e-11,9.38147,3.53939,279.137,8.44773e-10,0.450099,10.5938,369.042,1.59604,232.798,1.65584e-10,1.08307e-4
DTXSID4044612,69521,Calcium dibenzoate,uc,2.28764e-12,3.72629,6.6407,249.237,2.66769e-7,0.262557,5.90758,31.66,-0.952984,183.98,7.0699e-4,0.331734
DTXSID4044795,13108-52-6,"2,3,5,6-Tetrachloro-4-(methylsulfonyl)pyridine",uc,9.1231e-12,138.093,12.2165,340,8.45411e-6,2.19558,7.3844900000000004,773.964,2.58736,63.1037,8.47825e-5,2.7387e-5
DTXSID4044799,13491-79-7,2-tert-Butylcyclohexanol,uc,2.80047e-11,59.1969,3.58089,213.262,2.20188e-5,0.104548,6.70993,425.456,3.20041,44.6555,0.0334621,0.00199249
DTXSID4044828,692-86-4,Ethyl undec-10-enoate,uc,5.82126e-11,224.479,5.71467,264.488,1.51495e-4,0.798573,6.68826,1439.47,4.76914,-37.8212,0.00672456,1.35106e-5
DTXSID4044878,2315-68-6,Propyl benzoate,uc,1.37901e-11,8.32263,4.47789,222.364,1.19939e-4,0.147414,5.23171,96.3381,3.00521,-49.0568,0.132169,0.00215491
DTXSID4044957,553-54-8,Lithium benzoate,uc,2.28764e-12,3.72629,6.6407,249.237,2.66769e-7,0.262557,5.90758,31.66,1.92873,118.453,7.0699e-4,0.331734
DTXSID4045189,55242-55-2,Propentofylline,uc,2.18272e-11,6.31671,5.68925,334.015,3.52191e-9,0.874665,11.701,917.247,1.04447,69.0834,1.11697e-7,0.103399
DTXSID4045472,42924-53-8,Nabumetone,uc,3.12612e-11,152.944,3.53669,326.831,2.20535e-8,1.85739,8.03347,493.472,3.08111,69.0727,5.34049e-6,4.64385e-4
DTXSID4045474,49697-38-3,Rimexolone,uc,6.04438e-11,13.571,97.9196,370.208,6.37619e-11,14.8469,10.5321,105162,3.51971,199.654,1.07432e-7,1.13068e-5
DTXSID4045929,7085-55-4,Troxerutin,uc,2.94058e-11,3.56154,86.2501,372.362,1.90285e-11,0.469426,9.60401,5853.21,0.461662,227.317,2.26213e-9,0.00712123
DTXSID4045975,169590-41-4,Deracoxib,uc,1.38128e-11,4.87983,4.48872,309.275,1.23742e-9,0.560446,10.6142,299.292,3.70555,175.858,4.04795e-9,2.28148e-5
DTXSID4046076,171599-83-0,Sildenafil citrate,uc,3.13194e-11,4.02128,13.4281,327.978,1.2847e-11,5.69425,10.2594,107.904,0.836993,141.584,3.38803e-9,1.8232e-4
DTXSID4046444,136470-78-5,Abacavir,uc,3.40017e-11,6.21513,3.34952,322.855,2.4803e-9,1.32153,9.31533,47.3256,1.21847,186.701,8.73577e-11,0.0477247
DTXSID4046600,115550-35-1,Marbofloxacin,uc,2.39864e-11,10.4206,4.26639,340.791,1.64644e-9,0.633763,10.6633,471.03,0.316129,229.453,1.54507e-7,0.0323599
DTXSID4046602,70-00-8,Trifluridine,uc,1.13267e-11,1.48307,3.54152,272.13,6.14307e-11,0.157194,9.2114,55.2206,-0.460114,187.512,3.13079e-9,0.134545
DTXSID4046787,101831-37-2,Diclazuril,uc,2.87983e-11,87.8153,5.18203,301.146,9.17846e-11,0.757038,10.2793,1006.26,3.21902,209.84,4.26158e-9,2.47194e-8
DTXSID4046812,118712-89-3,Transfluthrin,uc,2.20578e-11,9436.44,3.53537,317.312,5.01359e-9,1.44527,8.53144,1180.69,5.46182,32.0612,2.99844e-6,1.55501e-7
DTXSID4046864,62288-83-9,Desmopressin acetate,uc,1.85372e-10,3.27183,96.2176,344.775,2.58301e-11,0.2331,9.63429,35067.2,0.813272,142.31,1.09863e-7,0.0572459
DTXSID4046947,65271-80-9,Mitoxantrone,uc,2.95544e-11,4.65204,21.7077,380.975,1.97957e-11,0.318501,9.57539,55.7791,0.274586,191.038,1.67662e-9,0.0144246
DTXSID4047125,50816-18-7,9-Decenyl acetate,uc,5.52376e-11,59.4416,4.97066,247.949,1.57679e-4,1.56041,5.80705,950.535,4.25382,-41.5134,0.0197058,5.76147e-5
DTXSID4047175,13081-97-5,Pentaerythritol Distearate,uc,2.53563e-11,49.539,137.365,480.214,1.30369e-10,2.972,9.74581,20622.7,9.41557,54.6639,4.12648e-9,1.49846e-7
DTXSID4047462,13466-78-9,3-Carene,uc,8.79251e-11,215.744,3.63259,163.035,0.0641514,3.2352,4.4445,2806.59,4.38144,72.7515,2.66928,2.14938e-5
DTXSID4047543,57646-30-7,Furalaxyl,uc,1.06213e-11,16.8936,4.65365,354.252,4.49695e-9,0.151864,9.58138,739.219,2.61042,69.9723,5.23466e-7,7.48359e-4
DTXSID4047620,109-08-0,2-Methylpyrazine,uc,1.42606e-11,2.75878,5.39909,137.181,2.20629e-6,0.322293,4.16578,29.9235,0.211271,-28.3137,7.99965,10.525
DTXSID4047672,272451-65-7,Flubendiamide,uc,1.7621e-11,113.003,3.5462,456.509,1.42562e-10,1.54545,9.65353,255883,5.72169,203.146,3.28933e-10,4.27618e-8
DTXSID4047759,822-23-1,Octadecyl acetate,uc,1.51644e-11,352.105,17.3853,367.846,2.74892e-7,0.973803,8.91474,5933.92,8.50277,34.3017,9.05463e-6,1.06778e-5
DTXSID4048064,7003-89-6,Chlormequat,uc,1.41962e-11,17.2862,8.55687,80.5171,0.00266508,0.997162,3.19253,1452.15,0.535262,-18.4823,8.10341e-8,5.56351
DTXSID4048305,68475-42-3,Anagrelide,uc,1.22416e-11,57.0535,2.93838,347.585,2.30463e-8,0.456082,9.2658,2493.99,1.78914,204.066,2.05973e-10,4.56668e-4
DTXSID4048480,23155-02-4,Fosfomycin,uc,3.14879e-11,4.89272,3.67643,318.493,3.52146e-8,0.0936786,7.85965,4.72858,-2.02788,93.9927,1.34353e-6,2.79932
DTXSID4048561,17090-79-8,Monensin,uc,2.52395e-11,7.15103,44.0115,406.809,1.27969e-11,0.783581,9.50042,89545.6,3.30685,150.98,2.58405e-9,8.95023e-5
DTXSID4048646,22199-08-2,Sulfadiazine silver,uc,2.92607e-11,2.14485,3.35787,332.345,7.00044e-11,0.110419,8.14602,38.4925,-2.64986,196.326,2.20924e-10,6.36653e-4
DTXSID4048698,1965463,Benzyldodecyldimethylammonium bromide,uc,2.78183e-11,608.209,15.1888,324.564,1.97178e-6,7.77509,9.42348,6767.13,-0.557066,143.552,5.27511e-6,4.88464e-9
DTXSID4048983,84878-61-5,Maduramicin ammonium,uc,2.54391e-11,10.3301,143.851,487.914,6.19023e-11,0.338472,9.56376,86189.1,2.80492,170.382,7.00073e-11,8.54076e-5
DTXSID4049660,546-93-0,Magnesium carbonate (1:1),uc,2.50079e-14,4.92728,7.57763,299.147,3.7792e-9,0.142856,6.36654,3.85959,-0.732008,110.217,0.0105684,0.0170393
