"DTXSID","true_cas","true_chemname","status","cluster","Active_ingredient_in_products","Inert_ingredient_in_products","Labeled_for_nonfood_use","Pesticides","Air_near_source","Artificial_liquids","Arts_and_crafts_or_office_supplies","Chemicals_that_emit_or_offgas","Children_products_and_toys","Electronics","General_consumer_product","Household_care_and_cleaning_products","Personal_care","Vehicles","Bottled_and_finished_water_for_consumption","Product_manufacturing","Crops_and_animal_feed","Food","Human_food_from_animals","Food_additive","Food_supplement","Furniture","Home_maintenance_.and_building_materials","Groundwater","Surface_water","Home_outdoor_cleaning","Occupational_products","Petrochemicals","Pharmaceutical","Soil","Wastewater","Substances_in_contact_with_food"
"DTXSID7044506","103-45-7","2-Phenylethyl acetate","uc",4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID7044637","2814-77-9","D&C Red No. 36","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID7045021","59-46-1","Procaine","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID7045318","531-75-9","Esculin","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID7046750","9004-61-9","Hyaluronic acid","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID7060962","660-27-5","Acetic acid, dichloro-, compd. with N-(1-methylethyl)-2-propanamine (1:1)","uc",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID7064283","6371-76-2","D&C Red No. 31","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID70872554","10163-15-2","Sodium monofluorophosphate","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DTXSID70891144","1337-33-3","Octadecyl 2-hydroxy-1,2,3-propanetricarboxylate","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID70891902","246159-33-1","D-Glucopyranose,C16-18-alkyl glycosides","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID70894251","12001-99-9","C.I. Pigment Green 18","uc",4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID801010921","8031-44-5","Lanolin, hydrogenated","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID801018163","15905-81-4","Sulfuric acid, nickel(2+) salt (1:1)","uc",4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID80190352","3687-18-1","Tramiprosate","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID80192119","38866-20-5","4-(3-((9,10-Dihydro-4-hydroxy-9,10-dioxo-1-anthracenyl)amino)prop- yl)-4-methyl morpholinium methyl sulfate","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8021357","1406-66-2","Tocopherols","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8021648","123-76-2","4-Oxopentanoic acid","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID8022666","107-43-7","Betaine","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID8023894","7440-39-3","Barium","uc",4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8027872","25383-99-7","Sodium stearoyl lactylate","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8031861","307-55-1","Perfluorododecanoic acid","uc",4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
"DTXSID8031863","375-95-1","Perfluorononanoic acid","uc",4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"DTXSID8033196","89957-43-7","Annatto Extract Acid Proof","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8044676","4536-30-5","2-(Dodecyloxy)ethanol","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8046169","555-44-2","Tripalmitin","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID8046242","1641-17-4","Mexenone","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID8047553","2058-94-8","Perfluoroundecanoic acid","uc",4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"DTXSID8051415","37222-66-5","Potassium hydrogen monopersulfate","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DTXSID8052481","7440-33-7","Tungsten","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8052483","7440-56-4","Germanium","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8052485","7440-74-6","Indium","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8062816","3055-97-8","Heptaethylene glycol monododecyl ether","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8064692","7440-30-4","Thulium","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8064694","7440-52-0","Erbium","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8064696","7440-55-3","Gallium","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8064698","7440-58-6","Hafnium","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID8070417","66161-62-4","Sodium lauroamphoacetate","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID80874049","77061-58-6","Basic Red 51","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID80891736","1333-88-6","Aluminum cobalt oxide (Al2CoO4)","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID80893038","68650-44-2","Apricot extract","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID80897334","6273-99-0","Phenylmercuric borate","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID80904375","39464-87-4","Betasizofiran","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID8095142","61789-88-6","Fatty acids, olive-oil, sodium salts","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID80990652","70445-33-9","3-[(2-Ethylhexyl)oxy]propane-1,2-diol","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID901009963","59279-63-9","L-?Glutamic acid, 5-??-?D-?glucopyranosyl ester","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID901010855","9001-63-2","Lysozyme","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID901010881","9001-00-7","Bromelain, fruit","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID901014233","20938-62-9","Pantothenate","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID901014364","167747-36-6","Mango butter","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID901018009","25378-27-2","Eicosapentaenoic acid","uc",4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID901018704","12211-28-8","Sutilains","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID90108827","150599-70-5","Polyquaternium-44","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID90179613","24905-87-1","2-(4-Amino-3-nitroanilino)ethanol","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9020667","56-40-6","Glycine","uc",4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9020669","471-53-4","Glycyrrhetinic acid","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID9021138","106-50-3","1,4-Benzenediamine","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID9021342","97-18-7","Bithionol","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID9023203","61-90-5","L-Leucine","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID9024489","2835-95-2","5-Amino-2-methylphenol","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9025324","1195-79-5","alpha-Fenchone","uc",4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9026710","104-93-8","1-Methoxy-4-methylbenzene","uc",4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9037745","87-18-3","4-tert-Butylphenyl salicylate","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID9044168","100209-45-8","Protein, vegetable, hydrolyzed","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9044532","130-20-1","D&C Blue No. 9","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DTXSID9047093","111-12-6","Methyl 2-octynoate","uc",4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9049667","14452-57-4","Magnesium peroxide (Mg(O2)?)","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DTXSID9052476","73-40-5","Guanine","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID9058735","2379-74-0","D&C Red No. 30","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID9064689","7440-20-2","Scandium","uc",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID9065316","12758-40-6","Carboxyethylgermanium sesquioxide","uc",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID9071349","68259-00-7","Methyl 1-methyl-4-((methylphenylhydrazono)methyl)pyridinium sulphate","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID90885262","24292-52-2","2-Propen-1-one, 1-[4-[[6-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranosyl]oxy]-2-hydroxy-6-methoxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)-, (2E)-","uc",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID90885464","29923-31-7","L-Glutamic acid, N-(1-oxododecyl)-, sodium salt (1:1)","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID90978406","62755-21-9","Magnesium laureth 2-sulfate","uc",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID001010884","8000-26-8","Oils, pine needle","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID001015565","10101-68-5","Manganese sulfate tetrahydrate","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID001016749","111337-53-2","1,2-Benzisothiazol-3(2H)-one, lithium salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID00109108","8047-15-2","Saponins","uc",5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID00181747","273-77-8","Benzo-1,2,3-thiadiazole","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID00197080","4727-29-1","Lemax","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID00197560","486-35-1","Daphnetin","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0020022","50594-66-6","Acifluorfen","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0020076","61-82-5","Amitrole","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0020311","150-68-5","Monuron","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0020444","25168-26-7","2,4-D isooctyl ester","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0020448","78-87-5","1,2-Dichloropropane","bc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0020523","51-28-5","2,4-Dinitrophenol","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0021331","55566-30-8","Tetrakis(hydroxymethyl)phosphonium sulfate","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"DTXSID0021387","93-72-1","2-(2,4,5-Trichlorophenoxy)propionic acid","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0021389","52-68-6","Trichlorfon","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0022301","70124-77-5","Flucythrinate","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0023870","504-24-5","4-Aminopyridine","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0023951","5234-68-4","Carboxin","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024002","39515-41-8","Fenpropathrin","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024052","55290-64-7","Dimethipin","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024187","74-88-4","Methyl iodide","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0024216","1929-82-4","Nitrapyrin","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024266","29232-93-7","Pirimiphos-methyl","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024268","151-50-8","Potassium cyanide","uc",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024343","66841-25-6","Tralomethrin","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0024896","2008-39-1","2,4-D dimethylamine salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0026098","117-18-0","2,3,5,6-Tetrachloronitrobenzene","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0027193","544-17-2","Calcium formate","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0027519","3088-31-1","Diethylene glycol monolauryl ether sulfate sodium salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DTXSID0028329","67762-39-4","Fatty acids, C6-12, methyl esters","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028903","68952-35-2","Tar acids, cresylic, Ph phosphates","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029761","51580-86-0","Sodium dichloroisocyanurate dihydrate","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032443","58-36-6","10,10'-Oxybisphenoxarsine","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032522","50723-80-3","Bentazone-sodium","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032528","2665-13-6","2,2'-(1-Methyltrimethylenedioxy)bis(4-methyl-1,3,2-dioxaborinane)","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032572","23031-36-9","Prallethrin","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032578","59669-26-0","Thiodicarb","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032605","51338-27-3","Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032651","51707-55-2","Thidiazuron","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032655","131983-72-7","Triticonazole","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID0034223","119168-77-3","Tebufenpyrad","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034227","119515-38-7","Icaridin","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0034271","115136-53-3","Imazapic ammonium salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034300","135410-20-7","Acetamiprid","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034302","57213-69-1","Triclopyr triethylamine salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034304","51173-63-8","Acetic acid, (2,4-dichlorophenoxy)-, compd. with methanamine (1:1)","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034306","26544-20-7","MCPA-isooctyl","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034308","20679-58-7","1,4-Bis(bromoacetoxy)-2-butene","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0034356","113036-88-7","Flucycloxuron","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034481","1111-67-7","Copper thiocyanate","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034483","82027-59-6","Cupric triethanolamine","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034487","15096-52-3","Cryolite","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034518","13684-56-5","Desmedipham","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0034566","155569-91-8","Emamectin benzoate","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034568","2164-07-0","Endothal-dipotassium","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034641","8000-78-0","Garlic oil","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034645","39600-42-5","Glycine, N-(phosphonomethyl)- potassium salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034649","38641-94-0","Glyphosate isopropylamine","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034691","12057-74-8","Magnesium phosphide","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034695","8018-01-7","Mancozeb","nbc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034699","2039-46-5","MCPA dimethylamine salt","uc",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
