INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID0040674,DSSTox_Substance_Id,DTXSID0040674,Fluocinolone acetonide,6.27128e-11,2.08703,98.1538,411.015,1.24445e-11,0.675868,9.4923,56885.5,2.48169,265.465,8.72331e-10,3.47635e-05
DTXSID0041147,DSSTox_Substance_Id,DTXSID0041147,Uridine 5'-triphosphate,3.74575e-11,2.60879,4.13871,392.099,2.42461e-11,0.141788,9.56156,50.909,-2.84604,219.677,2.79157e-10,0.633396
DTXSID00861411,DSSTox_Substance_Id,DTXSID00861411,Fexofenadine,2.48801e-11,12.6434,92.7531,422.956,2.43015e-08,0.350966,9.45426,160099.0,4.50643,142.596,2.61097e-09,5.53829e-06
DTXSID00932291,DSSTox_Substance_Id,DTXSID00932291,"Thiacetarsamide sodiumDisodium 2,2'-{[(4-carbamoylphenyl)arsanediyl]disulfanediyl}diacetate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1021322,DSSTox_Substance_Id,DTXSID1021322,Tetraethylthiuram disulfide,2.7398e-11,45.2217,63.6168,336.734,4.17988e-08,3.62485,9.44716,1091.79,3.87676,71.5677,1.40829e-05,0.000116566
DTXSID1021744,DSSTox_Substance_Id,DTXSID1021744,Thiopental sodium,9.10907e-12,6.39013,4.95974,299.454,5.15011e-09,1.02231,9.57378,117.558,1.53117,192.893,1.43093e-08,0.000439338
DTXSID1022556,DSSTox_Substance_Id,DTXSID1022556,Acyclovir,9.30073e-12,1.58416,4.48762,307.733,1.01152e-10,0.313167,8.53686,34.5049,-1.55921,255.004,3.22696e-10,0.0071856
DTXSID1033664,DSSTox_Substance_Id,DTXSID1033664,17-Methyltestosterone,3.99308e-11,62.2298,97.9166,294.854,4.51405e-09,6.86962,11.4297,539406.0,3.36129,162.87,4.68716e-08,0.000106734
DTXSID1034187,DSSTox_Substance_Id,DTXSID1034187,Tamoxifen,2.8951e-11,1209.93,3.36316,419.337,2.23383e-08,5.13687,11.7016,13608.6,6.23546,96.9562,8.58499e-09,4.81057e-06
DTXSID1040661,DSSTox_Substance_Id,DTXSID1040661,Clofibric acid,1.42956e-11,3.82849,3.54835,294.429,1.66056e-09,0.0705594,8.58311,86.588,2.57405,118.37,1.76622e-05,0.0055722
DTXSID1045906,DSSTox_Substance_Id,DTXSID1045906,Ramifenazone,1.78679e-11,6.661,4.94527,313.419,1.79015e-07,0.162529,7.32573,253.861,2.06607,79.9678,4.54056e-05,0.0243649
DTXSID1046556,DSSTox_Substance_Id,DTXSID1046556,Fluazuron,1.64793e-11,50.0628,3.54526,273.18,1.06142e-11,0.392767,9.63792,42159.5,5.10079,176.662,9.07122e-13,3.96361e-08
DTXSID1047441,DSSTox_Substance_Id,DTXSID1047441,L-Isoleucine,1.12045e-11,4.20801,3.54826,221.749,5.35125e-07,0.0792619,7.43102,20.1206,-1.71877,288.901,0.0251181,0.2608
DTXSID10880951,DSSTox_Substance_Id,DTXSID10880951,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",3.00303e-11,544.283,7.37555,363.096,2.04886e-07,6.78466,9.78149,5442.9,4.45187,122.235,2.95407e-05,2.31887e-06
DTXSID20177829,DSSTox_Substance_Id,DTXSID20177829,Sulfatroxazole,1.38997e-11,1.75071,3.35106,291.374,1.67747e-10,0.111506,9.09909,86.4718,1.74118,185.061,5.57574e-08,0.00234999
DTXSID20204907,DSSTox_Substance_Id,DTXSID20204907,11-Nor-9-carboxy-delta-9-tetrahydrocannabinol,3.30446e-11,8.7444,55.6469,375.806,2.50559e-10,0.314361,9.39589,29101.2,4.55595,184.735,1.32127e-09,0.000102119
DTXSID2023519,DSSTox_Substance_Id,DTXSID2023519,Propantheline bromide,2.44585e-11,551.871,8.34694,374.482,5.80586e-07,1.86412,10.4255,109570.0,-0.791972,159.615,3.60637e-07,2.23001e-06
DTXSID2041672,DSSTox_Substance_Id,DTXSID2041672,Diethyl dithiobis(thionoformate),1.83095e-11,12.7008,9.34673,283.906,2.55694e-08,0.87063,7.78609,52.8291,2.13064,30.0236,8.52664e-05,1.16061e-05
DTXSID2042193,DSSTox_Substance_Id,DTXSID2042193,Naftalofos,1.65019e-11,2.20314,4.22713,399.555,7.41965e-10,0.294114,11.6967,387.48,3.05192,176.857,1.22404e-08,0.000135874
DTXSID2046200,DSSTox_Substance_Id,DTXSID2046200,Diaveridine,1.42492e-11,48.2019,3.34519,332.217,5.89294e-09,0.488504,9.25453,213.167,0.970891,232.952,1.34771e-09,0.000211639
DTXSID2048165,DSSTox_Substance_Id,DTXSID2048165,Glycopyrrolate,1.7357e-11,6.76103,3.35908,297.4,8.21492e-10,1.35787,10.6114,790.216,2.64822,100.7,2.76252e-07,6.23444e-06
DTXSID20873213,DSSTox_Substance_Id,DTXSID20873213,Cocaethylene,1.83015e-11,11.3278,4.2387,335.264,2.13341e-08,0.44626,9.58903,1901.37,2.44519,95.9757,7.59933e-07,0.00245497
DTXSID20962035,DSSTox_Substance_Id,DTXSID20962035,3-(Benzoyloxy)-8-azabicyclo[3.2.1]octane-2-carboxylic acid,1.18751e-11,2.86632,4.67004,312.769,3.80078e-10,0.308335,9.01955,35.4131,1.8512,187.495,3.3885e-09,0.00795071
DTXSID3020384,DSSTox_Substance_Id,DTXSID3020384,Dexamethasone,6.2417e-11,2.26177,97.9132,391.254,6.55994e-11,0.528342,9.3012,53107.3,1.92005,247.381,3.55155e-10,0.000198773
DTXSID3021726,DSSTox_Substance_Id,DTXSID3021726,Salicylamide,8.48657e-12,8.08511,3.10067,295.295,1.11531e-08,0.103363,7.83934,35.6586,1.27772,142.091,3.79038e-05,0.015238
DTXSID3022667,DSSTox_Substance_Id,DTXSID3022667,Betamethasone,6.2417e-11,2.26177,97.9132,391.254,6.55994e-11,0.528342,9.3012,53107.3,1.92005,247.381,3.55155e-10,0.000198773
DTXSID3022744,DSSTox_Substance_Id,DTXSID3022744,Carnitine,1.12597e-11,2.88422,3.67556,191.301,8.49235e-07,0.0694454,4.89752,17.7081,-0.216028,12.2587,0.00183054,2.85696
DTXSID3023269,DSSTox_Substance_Id,DTXSID3023269,Metaxalone,1.43375e-11,9.39446,4.27771,282.512,1.39595e-09,0.128121,9.98457,104.336,1.76373,121.968,1.76068e-06,0.00215369
DTXSID3023342,DSSTox_Substance_Id,DTXSID3023342,Nadolol,2.3116e-11,2.08318,6.73616,334.645,1.03854e-08,0.315301,9.39526,166.011,0.810236,130.016,3.72902e-10,0.043528
DTXSID3042425,DSSTox_Substance_Id,DTXSID3042425,Sulfate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3043996,DSSTox_Substance_Id,DTXSID3043996,Tylosin,8.49865e-11,5.01444,13.6689,465.359,1.34033e-10,0.335379,9.56611,31497.4,1.63207,140.969,8.71601e-10,0.00017407
DTXSID3048863,DSSTox_Substance_Id,DTXSID3048863,Altrenogest,1.89601e-10,33.0383,96.4152,334.019,5.60885e-09,2.70148,10.8857,560949.0,3.111,120.147,7.2496e-08,1.70858e-05
DTXSID40146911,DSSTox_Substance_Id,DTXSID40146911,"5,6,7,8-Tetrahydroquinoline",5.93297e-11,7.85852,5.33717,221.921,8.73015e-06,2.52793,5.06369,563.282,2.49186,96.0608,0.15857,0.611832
DTXSID4023670,DSSTox_Substance_Id,DTXSID4023670,Ticrynafen,1.15919e-11,3.27186,3.10076,314.392,7.52969e-09,2.53466,11.0653,4428.01,4.01507,149.033,2.99776e-08,0.00323517
DTXSID4025371,DSSTox_Substance_Id,DTXSID4025371,Halothane,4.48831e-14,14.8531,4.5902,50.2242,0.0203297,0.659434,2.25992,63.774,2.3006,-117.977,303.729,0.0199995
DTXSID4040682,DSSTox_Substance_Id,DTXSID4040682,Mebendazole,1.37313e-11,13.4084,3.53834,294.565,1.73338e-10,1.02904,9.47901,277.94,2.8292,288.38,2.94492e-10,0.000125111
DTXSID4040688,DSSTox_Substance_Id,DTXSID4040688,Nystatin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID4042672,DSSTox_Substance_Id,DTXSID4042672,Fe +2 ion,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID4044242,DSSTox_Substance_Id,DTXSID4044242,Disodium inosinate,1.83984e-11,2.66117,5.11944,317.745,1.06099e-11,0.318307,9.48267,47.8442,-1.32273,187.394,3.49465e-09,0.0174548
DTXSID4045189,DSSTox_Substance_Id,DTXSID4045189,"3,7-Dihydro-3-methyl-1-(5-oxohexyl)-7-propyl-1H-Purine-2,6-dione",2.18272e-11,6.31671,5.68925,334.015,3.52191e-09,0.874665,11.701,917.247,1.04447,69.0834,1.11697e-07,0.103399
DTXSID4045975,DSSTox_Substance_Id,DTXSID4045975,Deracoxib,1.38128e-11,4.87983,4.48872,309.275,1.23742e-09,0.560446,10.6142,299.292,3.70555,175.858,4.04795e-09,2.28148e-05
DTXSID4048561,DSSTox_Substance_Id,DTXSID4048561,Monensin,2.52395e-11,7.15103,44.0115,406.809,1.27969e-11,0.783581,9.50042,89545.6,3.30685,150.98,2.58405e-09,8.95023e-05
DTXSID4048646,DSSTox_Substance_Id,DTXSID4048646,Sulfadiazine silver,2.92607e-11,2.14485,3.35787,332.345,7.00044e-11,0.110419,8.14602,38.4925,-2.64986,196.326,2.20924e-10,0.000636653
DTXSID4060787,DSSTox_Substance_Id,DTXSID4060787,"2-Butenedioic acid (2E)-, 1,4-dimethyl ester",1.62997e-11,2.58548,4.13252,197.477,1.15799e-05,0.111734,3.8793,43.0009,0.219754,-12.9443,0.300074,0.552985
DTXSID40859958,DSSTox_Substance_Id,DTXSID40859958,"(+/-)-3,4-(Methylenedioxy)amphetamine",1.81348e-11,7.5718,3.33844,288.057,7.08713e-10,0.124188,8.525,172.217,1.64092,102.184,0.000228515,0.0148467
DTXSID40870188,DSSTox_Substance_Id,DTXSID40870188,"3-(Cyclopropylmethoxy)-4-[4-(methanesulfonyl)phenyl]-5,5-dimethylfuran-2(5H)-one",1.82483e-11,2.12469,3.3511,401.411,4.72816e-09,0.549916,10.3292,824.334,2.81248,150.404,2.40486e-07,0.000279694
DTXSID40891398,DSSTox_Substance_Id,DTXSID40891398,Avilamycin,8.34688e-11,5.41699,145.963,-,7.64816e-11,2.27439,9.60712,31480.9,2.23189,-,4.67668e-08,0.000707727
DTXSID40930897,DSSTox_Substance_Id,DTXSID40930897,Dihydrogen phosphate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID501016687,DSSTox_Substance_Id,DTXSID501016687,Proligestone,6.24887e-11,46.2961,175.188,387.336,1.40988e-08,15.1374,11.7379,52980.1,3.94592,178.844,4.61777e-09,1.09222e-05
DTXSID50165799,DSSTox_Substance_Id,DTXSID50165799,Emodepside,1.85527e-10,12.6427,13.4315,438.822,1.02969e-08,2.1609,11.6712,31037.9,3.11612,144.877,1.71008e-08,0.000161708
DTXSID50177312,DSSTox_Substance_Id,DTXSID50177312,Oxyclozanide,1.44963e-11,150.451,71.5254,400.763,2.97513e-10,1.15042,9.31068,8463.27,5.62428,209.982,1.94507e-10,2.70867e-05
DTXSID5020108,DSSTox_Substance_Id,DTXSID5020108,Aspirin,5.66201e-12,3.65776,3.5412,282.672,8.25897e-09,0.111928,7.75286,78.9205,1.19265,134.601,2.50754e-05,0.0230593
DTXSID5020944,DSSTox_Substance_Id,DTXSID5020944,Nitrofurazone,2.69114e-12,2.12126,3.54488,332.264,1.72195e-08,0.101801,8.52041,17.3209,0.228663,186.814,1.48246e-05,0.00108606
DTXSID5021126,DSSTox_Substance_Id,DTXSID5021126,Phenothiazine,1.86511e-11,353.264,66.706,370.953,7.12798e-08,1.09573,10.3019,24484.9,4.14863,187.403,4.45618e-07,7.94818e-06
DTXSID5023039,DSSTox_Substance_Id,DTXSID5023039,Famotidine,1.78216e-11,1.68665,4.00026,311.147,1.04883e-10,0.136227,9.39326,192.09,-0.638852,163.525,1.8657e-09,0.0026907
DTXSID5023114,DSSTox_Substance_Id,DTXSID5023114,Guaifenesin,9.50315e-12,6.59995,3.54302,280.711,6.27585e-10,0.262909,7.96252,150.66,1.38814,78.5118,1.41728e-07,0.24974
DTXSID5024217,DSSTox_Substance_Id,DTXSID5024217,Nitrate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID5036769,DSSTox_Substance_Id,DTXSID5036769,Pregnant mare serum gonadotropin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID5037234,DSSTox_Substance_Id,DTXSID5037234,Gadolinium,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID5042584,DSSTox_Substance_Id,DTXSID5042584,"(+)-N-(Carboxy)-1-methyl-9,10-dihydrolysergamine benzyl ester",1.99866e-11,87.124,10.2605,384.877,3.73349e-08,1.21769,10.2505,15844.6,2.75509,186.252,2.09389e-08,3.75617e-06
DTXSID5058222,DSSTox_Substance_Id,DTXSID5058222,Sulfiram,2.73395e-11,24.8841,11.8996,308.876,6.82063e-08,2.32049,8.20836,1038.21,1.65753,31.1413,1.29521e-05,0.000164813
DTXSID5075311,DSSTox_Substance_Id,DTXSID5075311,"Sulfite, hydrogen",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID50859000,DSSTox_Substance_Id,DTXSID50859000,Quinine sulfate (2:1),9.23933e-11,20.7191,57.0533,341.722,2.66716e-09,1.07279,10.6201,3900.56,0.0637252,180.308,2.07942e-09,0.000979681
DTXSID50868278,DSSTox_Substance_Id,DTXSID50868278,"21-(Acetyloxy)-11-hydroxy-3,20-dioxopregn-4-en-17-yl propanoate",1.39791e-10,4.43142,62.0556,425.495,4.99579e-10,2.37652,10.2674,85823.4,3.59857,224.096,2.16963e-09,1.43789e-05
DTXSID601009188,DSSTox_Substance_Id,DTXSID601009188,"Methyl 2-methylprop-2-enoate--1,2-diethenylbenzene (1/1)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601016678,DSSTox_Substance_Id,DTXSID601016678,Kitasamycin,9.5263e-11,3.30621,13.5673,388.877,1.39149e-11,0.203299,9.53148,9535.6,1.25875,167.631,4.46101e-10,0.000930954
DTXSID60182154,DSSTox_Substance_Id,DTXSID60182154,6-O-Monoacetylmorphine,6.16152e-11,31.3563,88.1398,348.189,4.68964e-09,2.35378,10.8009,41314.9,1.54989,186.73,3.41592e-09,0.00632741
DTXSID6020771,DSSTox_Substance_Id,DTXSID6020771,Ketoprofen,1.9525e-11,3.02936,4.63937,309.078,1.34233e-09,0.253029,10.5726,696.301,3.12061,94.4606,2.35651e-08,0.000479066
DTXSID6021117,DSSTox_Substance_Id,DTXSID6021117,Phenazone,2.78926e-11,11.9592,3.35513,319.01,2.65459e-06,0.185891,6.33153,111.756,0.310658,113.837,0.0031457,0.879318
DTXSID6023024,DSSTox_Substance_Id,DTXSID6023024,Ethylestrenol,5.93993e-11,592.101,255.257,291.716,1.28113e-06,3.47747,10.8467,424797.0,4.90057,77.1762,3.78782e-07,0.000103146
DTXSID6023286,DSSTox_Substance_Id,DTXSID6023286,Methocarbamol,1.61072e-11,1.10646,4.27767,312.913,1.09872e-09,0.254323,8.36492,75.8282,0.610814,93.049,4.74876e-09,0.0561241
DTXSID6023529,DSSTox_Substance_Id,DTXSID6023529,Propyphenazone,3.15456e-11,15.6913,3.36004,342.618,2.77995e-06,0.104451,7.52453,682.847,1.94098,102.933,0.00232902,0.0116598
DTXSID6023608,DSSTox_Substance_Id,DTXSID6023608,Sulfadoxine,1.39527e-11,2.27339,4.28777,303.269,1.05048e-11,0.397269,9.30733,30.765,0.700765,191.997,2.44382e-10,0.00862236
DTXSID6024252,DSSTox_Substance_Id,DTXSID6024252,Perchlorate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60274184,DSSTox_Substance_Id,DTXSID60274184,Tulathromycin,4.29707e-11,10.2897,15.4051,384.129,1.66738e-11,0.267309,9.57249,46830.7,3.42849,159.525,4.45826e-10,0.000300294
DTXSID6040662,DSSTox_Substance_Id,DTXSID6040662,Closantel,2.44446e-11,406.132,85.6009,482.45,6.30811e-09,0.24956,9.70207,76894.6,4.7522,217.777,1.33295e-09,5.52579e-06
DTXSID6043967,DSSTox_Substance_Id,DTXSID6043967,Bromide,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6045165,DSSTox_Substance_Id,DTXSID6045165,Loperamide,2.47159e-11,273.07,107.027,438.295,1.45975e-10,1.06391,10.2005,28557.9,5.08942,137.213,1.84466e-09,2.21066e-05
DTXSID6045400,DSSTox_Substance_Id,DTXSID6045400,Ronidazole,6.88035e-12,1.64727,4.64547,306.883,2.73095e-09,0.103013,9.17184,33.6137,-0.380045,168.063,1.35742e-05,0.0143499
DTXSID6045402,DSSTox_Substance_Id,DTXSID6045402,Spiramycin,8.47173e-11,10.0315,13.0244,462.662,7.40455e-11,1.19003,9.60162,30900.5,3.33389,136.422,6.55813e-11,0.000316312
DTXSID6045903,DSSTox_Substance_Id,DTXSID6045903,Selamectin,1.33121e-10,20.7693,146.108,463.176,1.10528e-08,0.52204,9.59023,86836.0,2.67377,205.125,1.46736e-10,5.62573e-07
DTXSID70197572,DSSTox_Substance_Id,DTXSID70197572,Sitagliptin,8.90553e-12,6.63707,3.54706,328.801,6.35699e-10,5.64697,10.9695,302.809,1.55826,170.505,9.50559e-10,4.11382e-06
DTXSID7020261,DSSTox_Substance_Id,DTXSID7020261,Chloral hydrate,4.81611e-14,3.70864,9.44334,98.1474,6.05237e-08,0.0858135,7.36208,3.15793,0.989399,57.0914,14.6511,15.5534
DTXSID7020714,DSSTox_Substance_Id,DTXSID7020714,Hydrocortisone,6.17742e-11,1.67716,97.9324,389.294,9.22306e-12,0.52744,9.29921,21964.6,1.61078,218.573,3.55949e-10,0.000974915
DTXSID7021237,DSSTox_Substance_Id,DTXSID7021237,Reserpine,4.47074e-11,8.26364,76.9873,459.99,1.27434e-08,1.05951,10.5682,89074.2,2.5703,264.407,1.60848e-10,0.000119604
DTXSID7021659,DSSTox_Substance_Id,DTXSID7021659,Propanedioic acid,8.32132e-13,4.17347,4.89657,317.732,5.64994e-09,0.121054,7.07198,9.84566,-0.811159,153.468,0.00147979,7.3243
DTXSID7023699,DSSTox_Substance_Id,DTXSID7023699,Trichlormethiazide,5.11005e-12,2.25197,15.3927,264.391,2.70916e-10,0.2505,9.22275,85.6834,0.620021,244.263,8.43268e-11,0.0020891
DTXSID7039672,DSSTox_Substance_Id,DTXSID7039672,Phosphate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID7040235,DSSTox_Substance_Id,DTXSID7040235,Ivermectin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID7044130,DSSTox_Substance_Id,DTXSID7044130,Sulfadiazine,8.9875e-12,2.9186,3.36135,302.353,7.56605e-11,0.110461,9.13358,114.994,-0.0886145,241.883,9.84843e-10,0.000333942
DTXSID7045075,DSSTox_Substance_Id,DTXSID7045075,Tosylate,2.32351e-12,5.4017,4.97523,291.972,1.34127e-08,0.115677,7.71324,73.5089,1.21514,104.323,8.87098e-07,3.59185
DTXSID7046548,DSSTox_Substance_Id,DTXSID7046548,Perflexane,4.9541e-16,943.812,7.56795,56.6049,0.0131782,0.144913,0.958836,3302.5,3.75478,-87.1786,219.998,3.53558e-05
DTXSID7048112,DSSTox_Substance_Id,DTXSID7048112,Ascorbic acid,8.13797e-12,2.05358,3.53988,274.055,8.44548e-10,0.0921521,8.12372,151.535,-1.85074,168.514,1.2512e-07,2.07263
DTXSID80174157,DSSTox_Substance_Id,DTXSID80174157,Morphine-3-glucuronide,8.12796e-11,6.12915,146.784,378.348,1.54554e-11,0.923097,9.49577,60782.3,-0.16895,196.45,1.99199e-10,0.0374341
DTXSID8020541,DSSTox_Substance_Id,DTXSID8020541,"5,5-Diphenylhydantoin",1.43966e-11,6.25081,7.08459,263.0,6.27802e-10,0.201982,9.32744,151.236,2.36404,296.358,3.22843e-09,0.000107068
DTXSID8021197,DSSTox_Substance_Id,DTXSID8021197,beta-Propiolactone,5.05625e-13,1.45632,3.67456,161.892,2.92358e-08,0.130976,3.1804,7.89709,-0.721201,-33.2584,3.39969,5.13241
DTXSID8021640,DSSTox_Substance_Id,DTXSID8021640,Nonanedioic acid,5.3893e-12,2.86949,7.50119,319.084,6.29433e-10,0.280611,7.93158,221.956,1.56991,106.772,1.08898e-08,0.0128572
DTXSID8023004,DSSTox_Substance_Id,DTXSID8023004,Estradiol valerate,2.45392e-11,484.947,94.186,370.07,1.05397e-08,1.00256,10.4771,83378.6,6.27818,230.395,6.21325e-08,3.49317e-05
DTXSID8023058,DSSTox_Substance_Id,DTXSID8023058,Flubendazole,1.37667e-11,10.48,3.53825,294.673,3.60012e-10,0.651374,9.47959,328.902,2.25511,259.965,3.36588e-10,3.86865e-05
DTXSID8023189,DSSTox_Substance_Id,DTXSID8023189,Ketorolac,1.7778e-11,2.89689,3.53703,321.948,7.39042e-10,0.324499,10.7215,188.168,2.88411,160.532,9.38775e-09,0.000350392
DTXSID8023470,DSSTox_Substance_Id,DTXSID8023470,Phthalylsulfathiazole,1.29676e-11,7.57268,3.34844,273.883,1.10635e-11,0.178778,9.40557,67.962,1.59934,272.932,1.7545e-09,2.39666e-05
DTXSID8025678,DSSTox_Substance_Id,DTXSID8025678,Ethanamine,2.76421e-11,1.29276,3.67893,16.6378,1.23202e-05,0.114377,3.4342,2.56877,-0.130901,-81.2233,1043.12,22.2738
DTXSID8026068,DSSTox_Substance_Id,DTXSID8026068,Sulfathiazole,9.1933e-12,1.95218,3.34444,294.288,4.04116e-11,0.114997,9.0734,266.905,0.0527837,189.109,6.01698e-08,0.00262166
DTXSID8029656,DSSTox_Substance_Id,DTXSID8029656,Sulfur fluoride (SF6),-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8031077,DSSTox_Substance_Id,DTXSID8031077,Curcumin,1.2007e-11,30.8595,3.3425,407.538,5.13968e-10,0.119941,9.51038,23739.1,2.59734,183.024,1.99957e-09,0.000375017
DTXSID8040808,DSSTox_Substance_Id,DTXSID8040808,Adrenocorticotropic hormone,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8045488,DSSTox_Substance_Id,DTXSID8045488,Clorsulon,2.86306e-12,2.27878,3.9678,264.106,1.42912e-11,0.191749,9.24133,75.0834,0.217328,203.029,1.53785e-08,0.000980538
DTXSID8048280,DSSTox_Substance_Id,DTXSID8048280,Pimobendan,2.17528e-11,8.47261,3.35396,336.522,7.2675e-10,2.26847,10.3866,1114.45,3.05988,147.943,2.12242e-07,2.42965e-05
DTXSID8057853,DSSTox_Substance_Id,DTXSID8057853,Ibafloxacine,1.84405e-11,2.96111,15.1486,322.203,2.12047e-09,0.50192,10.8019,804.865,2.72626,178.503,4.20362e-09,0.00062932
DTXSID80912319,DSSTox_Substance_Id,DTXSID80912319,Norcocaine,1.81967e-11,4.06117,3.35527,330.454,7.87256e-09,0.662973,10.4812,39.3269,1.71661,81.9135,5.81849e-07,0.00273823
DTXSID901016491,DSSTox_Substance_Id,DTXSID901016491,Norgestomet,1.19058e-10,53.2301,95.4048,372.461,3.3797e-08,13.6852,11.5786,67820.3,3.48451,176.519,2.85469e-08,1.32997e-05
DTXSID9020328,DSSTox_Substance_Id,DTXSID9020328,Danthron,1.19101e-11,43.2518,40.7239,390.248,1.59866e-10,0.13317,9.05235,2511.38,2.94353,234.904,7.94803e-09,6.4483e-06
DTXSID90219063,DSSTox_Substance_Id,DTXSID90219063,Toltrazuril,1.38538e-11,24.6065,3.54514,276.91,3.80853e-07,2.6355,10.2065,11838.0,3.53716,169.046,6.66242e-09,0.000236854
DTXSID9022364,DSSTox_Substance_Id,DTXSID9022364,5alpha-Dihydrotestosterone,2.51197e-11,26.0599,126.158,286.341,9.13098e-10,3.37656,10.8222,536995.0,3.55079,180.779,1.65842e-07,0.0378997
DTXSID9022780,DSSTox_Substance_Id,DTXSID9022780,Cephalexin,6.26498e-11,2.98461,35.8167,310.826,1.54245e-11,0.193589,9.36051,88.7249,0.651019,150.535,5.4111e-10,0.00516425
DTXSID9022817,DSSTox_Substance_Id,DTXSID9022817,Carminic acid,2.05288e-11,2.49059,95.8969,371.162,2.20862e-11,0.143899,9.58797,532.396,0.573,180.007,1.22604e-09,0.0026418
DTXSID9022998,DSSTox_Substance_Id,DTXSID9022998,Estradiol benzoate,1.75725e-11,371.881,97.9142,416.402,1.94432e-08,1.52244,10.3536,44330.8,6.30695,195.999,2.34324e-09,2.54828e-08
DTXSID9023336,DSSTox_Substance_Id,DTXSID9023336,Morphine,2.99853e-11,52.5962,147.101,385.324,7.57269e-11,1.5876,9.18142,206853.0,0.891859,254.834,2.02407e-09,0.000525674
DTXSID9023700,DSSTox_Substance_Id,DTXSID9023700,Triclofos,1.91995e-11,4.90179,4.13803,299.41,3.39291e-08,0.179043,7.93444,8.15419,0.167873,109.694,1.67077e-06,4.2133
DTXSID9029643,DSSTox_Substance_Id,DTXSID9029643,Hydrogen,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID9040683,DSSTox_Substance_Id,DTXSID9040683,Megestrol acetate,1.20016e-10,49.1775,94.7219,390.486,2.72044e-07,13.9247,11.7699,98037.1,3.2903,213.479,5.81574e-08,4.48481e-06
DTXSID9044112,DSSTox_Substance_Id,DTXSID9044112,Oxfendazole,1.37247e-11,5.17577,3.54062,296.504,7.57855e-11,1.0418,9.57479,460.439,1.84434,234.496,1.1983e-10,4.15515e-05
DTXSID9046491,DSSTox_Substance_Id,DTXSID9046491,Penciclovir,1.3898e-11,1.55103,3.34449,341.915,3.78071e-10,0.580987,9.394,59.2897,-0.857731,221.051,1.50846e-10,0.00826257
DTXSID90860791,DSSTox_Substance_Id,DTXSID90860791,MDMA,1.42705e-11,7.99582,3.35627,284.993,1.1553e-09,0.124924,8.57584,227.145,2.14764,75.4381,1.05906e-05,0.0115727
DTXSID00148436,DSSTox_Substance_Id,DTXSID00148436,"Acetic acid, (2-(2-(4-nonylphenoxy)ethoxy)ethoxy)-",2.02945e-11,40.8355,5.70829,346.805,3.45893e-09,0.851436,10.4847,13486.7,4.76603,153.597,7.13022e-08,0.0010898
DTXSID0020074,DSSTox_Substance_Id,DTXSID0020074,Gabapentin,1.31027e-11,2.86287,3.72352,276.319,2.99199e-08,0.269415,7.91959,126.977,-1.10005,202.002,0.000520917,0.17655
DTXSID0020652,DSSTox_Substance_Id,DTXSID0020652,Gemfibrozil,1.69512e-11,3.16529,3.52559,326.668,5.71501e-09,0.893501,9.602,216.122,4.43118,62.1199,9.32744e-06,0.000248011
DTXSID0020814,DSSTox_Substance_Id,DTXSID0020814,Mestranol,2.87738e-11,279.866,94.6366,346.828,2.04946e-07,2.87092,11.4354,540126.0,4.15031,150.621,8.38536e-09,6.79998e-06
DTXSID0023163,DSSTox_Substance_Id,DTXSID0023163,Iopromide,1.77529e-11,5.41602,34.8646,401.517,1.42654e-11,0.142832,9.55122,48.6557,-2.05051,204.206,1.68516e-08,0.0130323
