INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID601010868,DSSTox_Substance_Id,DTXSID601010868,Alginic acid,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601010913,DSSTox_Substance_Id,DTXSID601010913,D-Galacto-L-arabinan,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601010925,DSSTox_Substance_Id,DTXSID601010925,Bacillus licheniformis,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601010975,DSSTox_Substance_Id,DTXSID601010975,"1-Propene, polymer with ethene",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011028,DSSTox_Substance_Id,DTXSID601011028,"Phosphoric acid, potassium salt (1:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011030,DSSTox_Substance_Id,DTXSID601011030,"Siloxanes and Silicones, di-Me, di-Ph",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011135,DSSTox_Substance_Id,DTXSID601011135,"1,2,3-Propanetriol, homopolymer, diisooctadecanoate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011280,DSSTox_Substance_Id,DTXSID601011280,"2-Propenoic acid, polymer with 1,3-butadiene and ethenylbenzene",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011292,DSSTox_Substance_Id,DTXSID601011292,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, calcium salt (1:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011347,DSSTox_Substance_Id,DTXSID601011347,"Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol and oxirane",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011385,DSSTox_Substance_Id,DTXSID601011385,"Poly(oxy-1,2-ethanediyl), .alpha.-methyl-.omega.-(2-propen-1-yloxy)-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011454,DSSTox_Substance_Id,DTXSID601011454,"2-Propenoic acid, 2-ethylhexyl ester, polymer with ethenylmethylbenzene",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011478,DSSTox_Substance_Id,DTXSID601011478,"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(tridecyloxy)-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011828,DSSTox_Substance_Id,DTXSID601011828,"Siloxanes and Silicones, 3-[(2-aminoethyl)amino]propyl Me, di-Me, methoxy-terminated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601011842,DSSTox_Substance_Id,DTXSID601011842,"Formaldehyde, polymer with 4-(1,1-dimethylpropyl)phenol, 2-methyloxirane and oxirane",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601012119,DSSTox_Substance_Id,DTXSID601012119,"Poly(oxy-1,2-ethanediyl), .alpha.-(phenylmethyl)-.omega.-[(1,1,3,3-tetramethylbutyl)phenoxy]-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601012252,DSSTox_Substance_Id,DTXSID601012252,"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymer with 1-ethenyl-2-pyrrolidinone",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601012264,DSSTox_Substance_Id,DTXSID601012264,"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(sec-pentadecyloxy)-, sodium salt (1:1)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601012440,DSSTox_Substance_Id,DTXSID601012440,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[2,4,6-tris(1-methylpropyl)phenoxy]-, sodium salt (1:1)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601012826,DSSTox_Substance_Id,DTXSID601012826,"1,4-Benzenedicarboxylic acid, polymer with 1,2-ethanediol and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601014127,DSSTox_Substance_Id,DTXSID601014127,"Hexanedioic acid, polymer with N1-(2-aminoethyl)-1,3-propanediamine, aziridine, 2-(chloromethyl)oxirane, 1,2-ethanediamine, N1,N1'-1,2-ethanediylbis[1,3-propanediamine], formic acid and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601014808,DSSTox_Substance_Id,DTXSID601014808,"beta-Cyclodextrin, 6-chloro-1,4-dihydro-4-oxo-1,3,5-triazin-2-yl ethers, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID601015325,DSSTox_Substance_Id,DTXSID601015325,"C.I. Acid Blue 9, aluminum salt (3:2)",1.97569e-11,4.73346,15.6358,441.078,8.54445e-10,0.324146,9.60581,137262.0,4.49465,233.024,1.309e-07,0.000110113
DTXSID601015820,DSSTox_Substance_Id,DTXSID601015820,N-Lauroyl-N-methylglucamide,2.0249e-11,9.11997,3.54126,351.405,1.43336e-11,0.303899,9.4856,2477.18,1.99929,138.905,2.70617e-10,0.0282937
DTXSID60101688,DSSTox_Substance_Id,DTXSID60101688,Wintergreen Oil,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60101769,DSSTox_Substance_Id,DTXSID60101769,"Quaternary ammonium compounds, bis(C8-18 and C18-unsatd. alkyl)dimethyl, chlorides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60103041,DSSTox_Substance_Id,DTXSID60103041,"Alcohols, C12-18, ethoxylated propoxylated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60103465,DSSTox_Substance_Id,DTXSID60103465,Coco alkylbis(hydroxyethyl)methylammonium chlorides,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60104876,DSSTox_Substance_Id,DTXSID60104876,"Fatty acids, tall-oil, Me esters",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60105267,DSSTox_Substance_Id,DTXSID60105267,"Fatty acids, tall-oil, compds. with oleylamine",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60105323,DSSTox_Substance_Id,DTXSID60105323,"2H-1,3,5-Oxadiazine-2,4,6(3H,5H)-trione, 3,5-bis(6-isocyanatohexyl)-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60106698,DSSTox_Substance_Id,DTXSID60106698,"Fatty acids, C18-unsatd., trimers, compds. with oleylamine",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107640,DSSTox_Substance_Id,DTXSID60107640,"Zeolites, NaA",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107685,DSSTox_Substance_Id,DTXSID60107685,Triton CF 32,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107726,DSSTox_Substance_Id,DTXSID60107726,C.I. Solvent Blue 98,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107786,DSSTox_Substance_Id,DTXSID60107786,"Fertilizers, sewage sludge",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107802,DSSTox_Substance_Id,DTXSID60107802,"Oxirane, methyl-, polymer with oxirane, mono(4-nonylphenyl) ether",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107807,DSSTox_Substance_Id,DTXSID60107807,"Rubber, cyclized",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107822,DSSTox_Substance_Id,DTXSID60107822,"Oxirane, methyl-, polymer with oxirane, mono(4-nonylphenyl) ether, block",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60107827,DSSTox_Substance_Id,DTXSID60107827,Mirapon FBS,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60108874,DSSTox_Substance_Id,DTXSID60108874,"Alcohols, C>14, ethoxylated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60109129,DSSTox_Substance_Id,DTXSID60109129,Triton CF 21,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60109164,DSSTox_Substance_Id,DTXSID60109164,Acrysol RM 5,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60109169,DSSTox_Substance_Id,DTXSID60109169,"Formaldehyde, polymer with (3-methylbutyl)phenol and oxirane",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60109184,DSSTox_Substance_Id,DTXSID60109184,"Oils, orange-juice, Citrus sinensis",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60109189,DSSTox_Substance_Id,DTXSID60109189,Soprophor 4D384,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID60109503,DSSTox_Substance_Id,DTXSID60109503,"2-Propanamine, compds. with polyethylene glycol dihydrogen phosphate C8-10-alkyl ether (2:1)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6020014,DSSTox_Substance_Id,DTXSID6020014,Dehydroacetic acid,2.63566e-11,2.61207,4.45133,269.998,2.0159e-06,0.0980203,6.11499,42.1787,0.955111,109.079,0.00125427,0.00408745
DTXSID6020143,DSSTox_Substance_Id,DTXSID6020143,Benzoic acid,2.28764e-12,3.72629,6.6407,249.237,2.66769e-07,0.262557,5.90758,31.66,1.87054,122.349,0.00070699,0.331734
DTXSID6020147,DSSTox_Substance_Id,DTXSID6020147,"1,2,3-Benzotriazole",2.2924e-11,4.33044,3.99331,349.912,2.46324e-08,0.13626,5.03333,49.0345,1.43928,100.076,3.34769e-05,0.164771
DTXSID6020224,DSSTox_Substance_Id,DTXSID6020224,4-Butyrolactone,2.67451e-12,1.51712,4.43619,203.832,2.96421e-08,0.124881,4.0135,14.2717,-0.638432,-43.0238,0.454648,11.58
DTXSID6020301,DSSTox_Substance_Id,DTXSID6020301,Chlorodifluoromethane,4.67897e-15,10.18,7.58064,-40.6439,0.0406205,0.110417,0.555295,40.8463,1.07955,-158.629,7210.55,0.0320479
DTXSID6020305,DSSTox_Substance_Id,DTXSID6020305,Chlorofluoromethane,4.41271e-14,11.9413,7.58068,-9.06941,0.0079131,0.176035,1.38494,37.8267,0.512479,-132.956,2442.01,0.150501
DTXSID6020355,DSSTox_Substance_Id,DTXSID6020355,Sodium cyclamate,5.09297e-12,6.21359,7.71675,260.222,1.40124e-08,0.112648,7.80022,86.0485,-1.70566,136.124,3.32774e-06,0.826197
DTXSID6020359,DSSTox_Substance_Id,DTXSID6020359,Cyclohexanone,6.36572e-12,4.56643,6.39798,155.139,9.06358e-06,0.0872634,3.48778,63.2873,0.810605,-30.6631,4.34129,0.247435
DTXSID6020480,DSSTox_Substance_Id,DTXSID6020480,Dimethoxane,1.17869e-11,2.32604,4.62451,213.964,1.64704e-05,0.0688306,4.32297,79.3163,1.29831,5.81893,0.0465845,5.55496
DTXSID6020569,DSSTox_Substance_Id,DTXSID6020569,"1,2-Epoxybutane",1.94462e-12,3.39264,4.11696,60.118,0.000130252,0.19333,2.67596,14.3171,1.07032,-100.176,179.83,1.17322
DTXSID6020937,DSSTox_Substance_Id,DTXSID6020937,Sodium nitrate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6020939,DSSTox_Substance_Id,DTXSID6020939,Nitrilotriacetic acid,8.28999e-12,3.86677,3.67571,318.273,2.83042e-10,0.106504,7.89125,63.6266,-1.61719,171.765,1.15238e-08,0.309304
DTXSID6021113,DSSTox_Substance_Id,DTXSID6021113,Peppermint oil,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6021240,DSSTox_Substance_Id,DTXSID6021240,Retinol acetate,3.30987e-11,2062.03,4.47556,376.831,9.01541e-06,0.363387,9.89145,15535.7,7.07336,25.2005,1.01597e-06,1.20914e-05
DTXSID6021377,DSSTox_Substance_Id,DTXSID6021377,"1,1,2-Trichloro-1,2,2-trifluoroethane",5.09754e-16,50.0165,4.70239,47.7474,0.151292,12.2437,2.8187,72.7248,3.15758,-35.1524,363.774,0.000913376
DTXSID6021452,DSSTox_Substance_Id,DTXSID6021452,C.I. Pigment Yellow 16,8.85571e-11,182.636,55.008,368.601,1.1414e-08,1.30878,9.79425,102779.0,4.23889,239.231,1.57867e-08,4.08829e-08
DTXSID6021456,DSSTox_Substance_Id,DTXSID6021456,FD&C Yellow 6,1.69996e-11,2.35944,8.32091,281.496,1.27777e-09,0.192087,9.33704,51.8547,1.7788,230.135,4.95211e-09,0.0258827
DTXSID6021589,DSSTox_Substance_Id,DTXSID6021589,Dodecanal,2.44711e-11,797.665,5.46334,226.947,0.000455357,4.29534,6.09909,1872.87,4.80208,42.6521,0.0153527,0.000116367
DTXSID6021666,DSSTox_Substance_Id,DTXSID6021666,Tetradecanoic acid,1.30205e-11,58.5454,5.71838,326.198,2.37554e-07,0.541159,8.53568,3326.83,6.10961,53.7848,1.40522e-06,4.71194e-06
DTXSID6021741,DSSTox_Substance_Id,DTXSID6021741,1-Pentanol,1.11147e-11,5.11384,4.43909,137.733,1.30069e-05,0.0779581,4.6615,5.02847,1.53292,-79.1241,2.21151,0.250422
DTXSID6021824,DSSTox_Substance_Id,DTXSID6021824,Dichlorophen,1.60543e-11,190.68,12.1058,383.619,1.47122e-09,0.309156,9.0858,9738.28,4.25798,177.46,9.81523e-11,0.00011187
DTXSID6021828,DSSTox_Substance_Id,DTXSID6021828,Acetophenone,2.7377e-12,9.04049,5.38902,201.915,1.04081e-05,0.172773,4.4371,63.0544,1.5825,18.2924,0.397611,0.0515866
DTXSID6021901,DSSTox_Substance_Id,DTXSID6021901,Propyl acetate,3.3833e-12,4.21183,4.12708,101.142,0.000218383,0.212617,3.18843,15.5658,1.24045,-90.7403,35.8524,0.189433
DTXSID6021909,DSSTox_Substance_Id,DTXSID6021909,Diethylamine,8.94351e-12,4.93217,5.20148,55.5977,2.53955e-05,0.0980999,3.86771,13.775,0.580558,-50.1205,235.878,9.43283
DTXSID6022000,DSSTox_Substance_Id,DTXSID6022000,Ethanolamine,2.08546e-11,3.284,4.71522,170.995,5.96167e-08,0.0601404,6.71761,4.35443,-1.31189,10.4979,0.404474,16.3514
DTXSID6022008,DSSTox_Substance_Id,DTXSID6022008,1-Nonanol,1.82574e-11,49.3389,4.94819,213.133,2.41622e-05,0.1885,6.74393,77.8145,3.71973,-4.94918,0.0226821,0.000978253
DTXSID6022137,DSSTox_Substance_Id,DTXSID6022137,(Z)-3-Hexen-1-ol,1.09858e-10,4.77361,4.51536,156.814,7.69531e-06,0.135887,4.64902,18.2146,1.19711,-46.588,1.36779,0.257707
DTXSID6023028,DSSTox_Substance_Id,DTXSID6023028,Etidronic acid,3.27167e-11,3.0003,3.67827,373.436,2.40378e-09,0.0909418,9.46416,47.4887,-0.357604,195.758,9.52088e-11,3.34461
DTXSID6023602,DSSTox_Substance_Id,DTXSID6023602,Butanedioic acid,2.54629e-12,3.89367,5.96871,316.541,8.84113e-09,0.123462,7.21213,19.4164,-0.589688,187.731,1.94964e-07,0.9167
DTXSID60236984,DSSTox_Substance_Id,DTXSID60236984,(5-Chloroquinolin-8-yloxy)acetic acid,1.04066e-11,4.00416,3.54151,324.451,8.33413e-10,0.0898184,9.81153,484.564,2.24141,208.707,5.40154e-08,0.000346081
DTXSID6023810,DSSTox_Substance_Id,DTXSID6023810,Benzethonium chloride,2.87351e-11,370.437,15.4972,400.939,6.85519e-07,2.42337,11.7384,13761.4,1.48039,159.24,1.14938e-06,1.62132e-06
DTXSID6024127,DSSTox_Substance_Id,DTXSID6024127,Heptane,7.13392e-12,243.654,7.01128,98.4056,0.395392,0.959245,3.07219,321.749,4.65904,-90.6296,45.8825,3.24633e-05
DTXSID6024466,DSSTox_Substance_Id,DTXSID6024466,4-Aminobenzoic acid,8.3426e-12,3.95141,3.11477,291.966,4.52077e-10,0.103725,7.85695,312.524,0.824077,187.989,1.65665e-05,0.0677224
DTXSID6024591,DSSTox_Substance_Id,DTXSID6024591,Benzoyl peroxide,6.46102e-12,57.1793,4.47503,349.892,2.95778e-08,0.591299,8.41435,233.241,3.45755,104.904,9.96552e-06,3.78805e-05
DTXSID6024836,DSSTox_Substance_Id,DTXSID6024836,"3,7-Dimethyl-2,6-octadienal",1.16378e-10,21.8874,4.51242,228.008,5.53111e-05,0.123944,5.00985,91.635,2.99753,12.1481,0.64336,0.0086826
DTXSID6024917,DSSTox_Substance_Id,DTXSID6024917,Diacetone alcohol,4.02206e-12,4.09067,4.27184,168.059,6.68663e-07,0.0841394,4.762,15.2986,1.09833,-43.8754,1.70482,8.55398
DTXSID6024961,DSSTox_Substance_Id,DTXSID6024961,Dibutyltin dilaurate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6025141,DSSTox_Substance_Id,DTXSID6025141,"1,3-Dimethylolurea",1.42698e-11,1.70223,3.66938,294.925,3.6547e-10,0.0871084,7.91193,28.3929,-1.18638,126.039,6.0428e-09,0.000338203
DTXSID6025220,DSSTox_Substance_Id,DTXSID6025220,1-Dodecanethiol,1.84837e-11,846.231,5.25987,273.976,0.00272678,4.85319,6.30913,1912.73,5.89604,-7.96419,0.00852861,3.41903e-07
DTXSID6025272,DSSTox_Substance_Id,DTXSID6025272,Ethyl anthranilate,1.8725e-11,11.0835,3.50456,268.075,2.1108e-09,0.113918,8.38913,53.1757,2.56628,13.4965,0.0310079,0.00468196
DTXSID6025355,DSSTox_Substance_Id,DTXSID6025355,Glutaraldehyde,2.38075e-11,2.02856,3.6748,129.076,1.64442e-07,0.183697,3.96844,21.9208,-0.138385,-11.9011,0.608706,1.66425
DTXSID6025436,DSSTox_Substance_Id,DTXSID6025436,8-Hydroxyquinoline sulfate,2.65248e-11,4.89828,2.91781,265.319,4.89587e-09,0.166576,6.18429,43.6663,0.535595,152.098,0.000168085,0.00365751
DTXSID6026292,DSSTox_Substance_Id,DTXSID6026292,Vinyltoluene,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6026294,DSSTox_Substance_Id,DTXSID6026294,Vitamin D3,1.31954e-10,3030.05,93.646,379.748,3.2425e-08,4.77771,10.3855,71077.0,8.37212,84.8348,6.05753e-08,1.71408e-05
DTXSID6026296,DSSTox_Substance_Id,DTXSID6026296,Water,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6026298,DSSTox_Substance_Id,DTXSID6026298,m-Xylene,2.32759e-11,14.7763,9.98709,140.63,0.00713593,0.421091,3.84097,178.277,3.19855,-20.3854,8.30062,0.00151975
DTXSID6026377,DSSTox_Substance_Id,DTXSID6026377,Ethane,2.69225e-13,8.00571,9.94139,-88.4921,0.356667,0.217776,0.436553,3.24889,1.80691,-182.644,31034.8,0.00197465
DTXSID6026379,DSSTox_Substance_Id,DTXSID6026379,Ethyne,8.16492e-13,7.74312,9.89637,-84.5608,0.00269829,0.182112,0.437106,3.26837,0.370191,-80.5809,36132.4,0.295887
DTXSID6026537,DSSTox_Substance_Id,DTXSID6026537,Isoascorbic acid,8.13797e-12,2.05358,3.53988,274.055,8.44548e-10,0.0921521,8.12372,151.535,-1.85074,168.514,1.2512e-07,2.07263
DTXSID6026612,DSSTox_Substance_Id,DTXSID6026612,Isobutyl isobutyrate,1.04385e-11,9.07578,3.67452,147.769,0.000433128,0.103239,3.87341,69.6624,2.74081,-80.1297,4.34724,0.00527136
DTXSID6026795,DSSTox_Substance_Id,DTXSID6026795,"Hexanedioic acid, bis(1-methylheptyl) ester",1.20292e-11,147.596,5.68192,408.089,3.25932e-07,1.73784,10.8342,13343.0,7.10297,-61.3463,1.66766e-06,4.24389e-06
DTXSID6026901,DSSTox_Substance_Id,DTXSID6026901,Hexadecyl trimethyl ammonium chloride,6.53207e-12,1021.58,9.72102,273.772,5.47039e-06,12.9266,8.52641,2089.84,0.0150829,220.367,3.20609e-05,5.83126e-09
DTXSID6027189,DSSTox_Substance_Id,DTXSID6027189,Calcium Palmitate,1.30485e-11,156.367,8.62236,351.504,4.37601e-09,0.899352,9.9137,1781.65,1.12442,175.307,3.79491e-07,1.56327e-07
DTXSID6027260,DSSTox_Substance_Id,DTXSID6027260,"Octadecanoic acid, 1,2-ethanediyl ester",3.3074e-11,49.8933,183.523,483.113,2.85065e-08,2.37944,11.6749,20535.6,9.23292,78.3744,1.28884e-09,2.87285e-08
DTXSID6027397,DSSTox_Substance_Id,DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate",6.15234e-11,147.365,4.47877,394.166,1.13064e-08,0.282168,9.35657,14096.1,4.76345,68.9832,1.79053e-09,5.98702e-06
DTXSID6027680,DSSTox_Substance_Id,DTXSID6027680,Turpentine oils,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027682,DSSTox_Substance_Id,DTXSID6027682,Sorbitan sesquioleate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027684,DSSTox_Substance_Id,DTXSID6027684,Kerosine,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027686,DSSTox_Substance_Id,DTXSID6027686,Petrolatum,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027711,DSSTox_Substance_Id,DTXSID6027711,"Fatty acids, tallow, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027713,DSSTox_Substance_Id,DTXSID6027713,Polyoxyethylene monoleate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027715,DSSTox_Substance_Id,DTXSID6027715,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027717,DSSTox_Substance_Id,DTXSID6027717,Turpentine,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027719,DSSTox_Substance_Id,DTXSID6027719,"Tridecyl alcohol, ethoxylated, phosphated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027890,DSSTox_Substance_Id,DTXSID6027890,Isopropylammonium dodecylbenzenesulfonate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027892,DSSTox_Substance_Id,DTXSID6027892,Sorbitan trioleate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027898,DSSTox_Substance_Id,DTXSID6027898,Isooctyl phenyl phosphite,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027921,DSSTox_Substance_Id,DTXSID6027921,Di(propylene glycol) dibenzoate,1.39616e-11,56.4971,4.7597,355.936,2.67728e-08,0.833932,10.1856,5454.35,3.44053,63.7897,8.54075e-07,2.44125e-06
DTXSID6027925,DSSTox_Substance_Id,DTXSID6027925,"(1,1,3,3-Tetramethylbutyl)phenol",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6027973,DSSTox_Substance_Id,DTXSID6027973,"Poly[imino(1,6-dioxo-1,6-hexanediyl)imino-1,6-hexanediyl]",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028072,DSSTox_Substance_Id,DTXSID6028072,"1-Propanaminium, 3-amino-N-(carboxymethyl)-N,N-dimethyl-, N-coco acyl derivs., inner salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028078,DSSTox_Substance_Id,DTXSID6028078,"Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028103,DSSTox_Substance_Id,DTXSID6028103,"Resin acids and Rosin acids, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028107,DSSTox_Substance_Id,DTXSID6028107,"Fatty acids, tall-oil, diesters with polyethylene glycol",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028151,DSSTox_Substance_Id,DTXSID6028151,"Naphtha, petroleum, heavy alkylate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028153,DSSTox_Substance_Id,DTXSID6028153,"Residues, petroleum, catalytic reformer fractionator",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028288,DSSTox_Substance_Id,DTXSID6028288,"Terpenes and Terpenoids, limonene fraction",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028311,DSSTox_Substance_Id,DTXSID6028311,"Fatty acids, C8-18 and C18-unsatd., potassium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028440,DSSTox_Substance_Id,DTXSID6028440,"Fatty acids, tall-oil, sulfonated, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028492,DSSTox_Substance_Id,DTXSID6028492,C12-16-Alkylbenzyldimethylammonium chlorides,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028527,DSSTox_Substance_Id,DTXSID6028527,"Fuel oil, No. 4",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028529,DSSTox_Substance_Id,DTXSID6028529,"Fuel oil, residual",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6028783,DSSTox_Substance_Id,DTXSID6028783,"Terpenes and Terpenoids, sweet Orange-oil",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029090,DSSTox_Substance_Id,DTXSID6029090,"Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029127,DSSTox_Substance_Id,DTXSID6029127,Ethyl lactate,3.90757e-12,4.25498,4.12284,153.962,6.72825e-07,0.0849577,4.20293,17.9589,0.0401155,-18.4868,3.70165,8.42373
DTXSID6029258,DSSTox_Substance_Id,DTXSID6029258,C.I. Pigment Orange 5,1.05753e-11,110.661,10.0673,348.75,6.43367e-08,0.34013,11.0931,1056.09,3.4885,179.209,3.93027e-12,3.07494e-05
DTXSID6029339,DSSTox_Substance_Id,DTXSID6029339,Potassium dodecylbenzenesulfonate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029389,DSSTox_Substance_Id,DTXSID6029389,"Distillates, petroleum, acid-treated light",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029416,DSSTox_Substance_Id,DTXSID6029416,"Amides, coco, N-[3-(dimethylamino)propyl], N-oxides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029418,DSSTox_Substance_Id,DTXSID6029418,"Ethanol, 2,2',2''-nitrilotris-, 1,1',1''-tris(dihydrogen phosphate), sodium salt (1:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029460,DSSTox_Substance_Id,DTXSID6029460,"Alcohols, C8-18",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029547,DSSTox_Substance_Id,DTXSID6029547,"Imidazolium compounds, 2-(C17 and C17-unsatd. alkyl)-1-[2-(C18 and C18-unsatd. amido)ethyl]-4,5-dihydro-1-methyl, Me sulfates",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029624,DSSTox_Substance_Id,DTXSID6029624,"Formic acid, ammonium salt",4.50028e-13,4.43184,6.10776,101.081,1.67961e-07,0.097207,2.61624,5.39642,-0.636926,116.107,42.6556,10.578
DTXSID6029674,DSSTox_Substance_Id,DTXSID6029674,Aluminum chloride,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029701,DSSTox_Substance_Id,DTXSID6029701,Potassium sulfate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029703,DSSTox_Substance_Id,DTXSID6029703,Ammonium thiosulfate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6029705,DSSTox_Substance_Id,DTXSID6029705,Diammonium hydrogen phosphate,-,-,-,-,-,-,-,-,-,-,-,-
